"No.","Time","Source","Destination","Protocol","Length","Info"
"2923","5.456341","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=10777 Ack=984201 Win=26073 Len=0 TSval=1082459375 TSecr=209184953"
"2924","5.456349","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=10777 Ack=984201 Win=26199 Len=0 TSval=1082459375 TSecr=209184953"
"2925","5.456385","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=22764"
"2926","5.457524","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"2927","5.457541","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=10797 Ack=984217 Win=26199 Len=0 TSval=1082459376 TSecr=209184954"
"2928","5.457567","192.168.0.86","192.168.0.50","AFP","127","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Call Off The Search.m4a"
"2929","5.458583","192.168.0.50","192.168.0.86","AFP","212","FPGetFileDirParms reply"
"2930","5.458626","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=10858 Ack=984363 Win=26194 Len=0 TSval=1082459377 TSecr=209184954"
"2931","5.459220","192.168.0.86","192.168.0.50","AFP","187","FPGetExtAttr request: Vol=13 Did=36155 Name=01 Bizet_ Carmen - Pre\\314\\201lude.m4a"
"2932","5.459586","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"2933","5.459602","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=10979 Ack=984385 Win=26198 Len=0 TSval=1082459377 TSecr=209184954"
"2934","5.459659","192.168.0.86","192.168.0.50","AFP","133","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Bizet_ Carmen - Pre\\314\\201lude.m4a"
"2935","5.460527","192.168.0.50","192.168.0.86","AFP","218","FPGetFileDirParms reply"
"2936","5.460593","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11046 Ack=984537 Win=26194 Len=0 TSval=1082459378 TSecr=209184954"
"2937","5.460620","192.168.0.86","192.168.0.50","AFP","133","FPOpenFork request: Vol=13 Did=36155 Name=01 Bizet_ Carmen - Pre\\314\\201lude.m4a"
"2938","5.461413","192.168.0.50","192.168.0.86","AFP","86","FPOpenFork reply: Fork=23020"
"2939","5.461429","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11113 Ack=984557 Win=26198 Len=0 TSval=1082459379 TSecr=209184954"
"2940","5.461505","192.168.0.86","192.168.0.50","AFP","102","FPReadExt request: Fork=23020"
"2941","5.461966","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"2942","5.461967","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"2943","5.461968","192.168.0.50","192.168.0.86","AFP","1200","FPReadExt reply"
"2944","5.461990","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11149 Ack=988587 Win=26073 Len=0 TSval=1082459379 TSecr=209184954"
"2945","5.462010","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=11149 Ack=988587 Win=26199 Len=0 TSval=1082459379 TSecr=209184954"
"2946","5.462051","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=23020"
"2947","5.463368","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"2948","5.463384","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11169 Ack=988603 Win=26199 Len=0 TSval=1082459380 TSecr=209184954"
"2949","5.463409","192.168.0.86","192.168.0.50","AFP","133","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Bizet_ Carmen - Pre\\314\\201lude.m4a"
"2950","5.464475","192.168.0.50","192.168.0.86","AFP","218","FPGetFileDirParms reply"
"2951","5.464495","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11236 Ack=988755 Win=26194 Len=0 TSval=1082459381 TSecr=209184954"
"2952","5.465079","192.168.0.86","192.168.0.50","AFP","183","FPGetExtAttr request: Vol=13 Did=36155 Name=01 Burning Down The House.m4a"
"2953","5.465402","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"2954","5.465432","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11353 Ack=988777 Win=26198 Len=0 TSval=1082459381 TSecr=209184954"
"2955","5.465492","192.168.0.86","192.168.0.50","AFP","130","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Burning Down The House.m4a"
"2956","5.466483","192.168.0.50","192.168.0.86","AFP","215","FPGetFileDirParms reply"
"2957","5.466501","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11417 Ack=988926 Win=26194 Len=0 TSval=1082459383 TSecr=209184954"
"2958","5.466528","192.168.0.86","192.168.0.50","AFP","130","FPOpenFork request: Vol=13 Did=36155 Name=01 Burning Down The House.m4a"
"2959","5.467354","192.168.0.50","192.168.0.86","AFP","86","FPOpenFork reply: Fork=23276"
"2960","5.467370","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11481 Ack=988946 Win=26198 Len=0 TSval=1082459383 TSecr=209184955"
"2961","5.467452","192.168.0.86","192.168.0.50","AFP","102","FPReadExt request: Fork=23276"
"2962","5.468007","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"2963","5.468008","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"2964","5.468009","192.168.0.50","192.168.0.86","AFP","1200","FPReadExt reply"
"2965","5.468028","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11517 Ack=992976 Win=26073 Len=0 TSval=1082459384 TSecr=209184955"
"2966","5.468043","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=11517 Ack=992976 Win=26199 Len=0 TSval=1082459384 TSecr=209184955"
"2967","5.468073","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=23276"
"2968","5.469261","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"2969","5.469277","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11537 Ack=992992 Win=26199 Len=0 TSval=1082459385 TSecr=209184955"
"2970","5.469302","192.168.0.86","192.168.0.50","AFP","130","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Burning Down The House.m4a"
"2971","5.470175","192.168.0.50","192.168.0.86","AFP","215","FPGetFileDirParms reply"
"2972","5.470191","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11601 Ack=993141 Win=26194 Len=0 TSval=1082459385 TSecr=209184955"
"2973","5.470770","192.168.0.86","192.168.0.50","AFP","181","FPGetExtAttr request: Vol=13 Did=36155 Name=01 I Should Be So Lucky.m4a"
"2974","5.471140","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"2975","5.471183","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11716 Ack=993163 Win=26198 Len=0 TSval=1082459386 TSecr=209184955"
"2976","5.471241","192.168.0.86","192.168.0.50","AFP","128","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 I Should Be So Lucky.m4a"
"2977","5.472140","192.168.0.50","192.168.0.86","AFP","213","FPGetFileDirParms reply"
"2978","5.472191","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11778 Ack=993310 Win=26194 Len=0 TSval=1082459387 TSecr=209184955"
"2979","5.472218","192.168.0.86","192.168.0.50","AFP","128","FPOpenFork request: Vol=13 Did=36155 Name=01 I Should Be So Lucky.m4a"
"2980","5.473017","192.168.0.50","192.168.0.86","AFP","86","FPOpenFork reply: Fork=23532"
"2981","5.473060","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11840 Ack=993330 Win=26198 Len=0 TSval=1082459387 TSecr=209184955"
"2982","5.473136","192.168.0.86","192.168.0.50","AFP","102","FPReadExt request: Fork=23532"
"2983","5.473628","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"2984","5.473629","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"2985","5.473630","192.168.0.50","192.168.0.86","AFP","1200","FPReadExt reply"
"2986","5.473648","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11876 Ack=997360 Win=26073 Len=0 TSval=1082459388 TSecr=209184955"
"2987","5.473660","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=11876 Ack=997360 Win=26199 Len=0 TSval=1082459388 TSecr=209184955"
"2988","5.473706","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=23532"
"2989","5.475013","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"2990","5.475069","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11896 Ack=997376 Win=26199 Len=0 TSval=1082459389 TSecr=209184955"
"2991","5.475094","192.168.0.86","192.168.0.50","AFP","128","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 I Should Be So Lucky.m4a"
"2992","5.476132","192.168.0.50","192.168.0.86","AFP","213","FPGetFileDirParms reply"
"2993","5.476147","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=11958 Ack=997523 Win=26194 Len=0 TSval=1082459390 TSecr=209184955"
"2994","5.476904","192.168.0.86","192.168.0.50","AFP","175","FPGetExtAttr request: Vol=13 Did=36155 Name=01 Lily Was Here.m4a"
"2995","5.477327","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"2996","5.477343","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12067 Ack=997545 Win=26198 Len=0 TSval=1082459391 TSecr=209184956"
"2997","5.477416","192.168.0.86","192.168.0.50","AFP","121","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Lily Was Here.m4a"
"2998","5.478399","192.168.0.50","192.168.0.86","AFP","206","FPGetFileDirParms reply"
"2999","5.478448","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12122 Ack=997685 Win=26195 Len=0 TSval=1082459392 TSecr=209184956"
"3000","5.478477","192.168.0.86","192.168.0.50","AFP","121","FPOpenFork request: Vol=13 Did=36155 Name=01 Lily Was Here.m4a"
"3001","5.479255","192.168.0.50","192.168.0.86","AFP","86","FPOpenFork reply: Fork=23788"
"3002","5.479271","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12177 Ack=997705 Win=26198 Len=0 TSval=1082459392 TSecr=209184956"
"3003","5.479346","192.168.0.86","192.168.0.50","AFP","102","FPReadExt request: Fork=23788"
"3004","5.479915","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3005","5.479917","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3006","5.479918","192.168.0.50","192.168.0.86","AFP","1200","FPReadExt reply"
"3007","5.479936","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12213 Ack=1001735 Win=26073 Len=0 TSval=1082459393 TSecr=209184956"
"3008","5.479950","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=12213 Ack=1001735 Win=26199 Len=0 TSval=1082459393 TSecr=209184956"
"3009","5.479979","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=23788"
"3010","5.481315","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"3011","5.481359","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12233 Ack=1001751 Win=26199 Len=0 TSval=1082459394 TSecr=209184956"
"3012","5.481384","192.168.0.86","192.168.0.50","AFP","121","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Lily Was Here.m4a"
"3013","5.482286","192.168.0.50","192.168.0.86","AFP","206","FPGetFileDirParms reply"
"3014","5.482302","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12288 Ack=1001891 Win=26195 Len=0 TSval=1082459394 TSecr=209184956"
"3015","5.483028","192.168.0.86","192.168.0.50","AFP","169","FPGetExtAttr request: Vol=13 Did=36155 Name=01 Bluebird.m4a"
"3016","5.483358","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"3017","5.483374","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12391 Ack=1001913 Win=26198 Len=0 TSval=1082459395 TSecr=209184956"
"3018","5.484658","192.168.0.86","192.168.0.50","AFP","201","FPGetExtAttr request: Vol=13 Did=36155 Name=01 Highlights From The Phantom Of The Opera.m4a"
"3019","5.485243","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"3020","5.485259","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12526 Ack=1001935 Win=26198 Len=0 TSval=1082459396 TSecr=209184956"
"3021","5.485329","192.168.0.86","192.168.0.50","AFP","148","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Highlights From The Phantom Of The Opera.m4a"
"3022","5.486036","192.168.0.50","192.168.0.86","AFP","233","FPGetFileDirParms reply"
"3023","5.486052","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12608 Ack=1002102 Win=26194 Len=0 TSval=1082459397 TSecr=209184956"
"3024","5.486079","192.168.0.86","192.168.0.50","AFP","148","FPOpenFork request: Vol=13 Did=36155 Name=01 Highlights From The Phantom Of The Opera.m4a"
"3025","5.487009","192.168.0.50","192.168.0.86","AFP","86","FPOpenFork reply: Fork=24044"
"3026","5.487025","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12690 Ack=1002122 Win=26198 Len=0 TSval=1082459397 TSecr=209184956"
"3027","5.487101","192.168.0.86","192.168.0.50","AFP","102","FPReadExt request: Fork=24044"
"3028","5.487629","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3029","5.487644","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3030","5.487645","192.168.0.50","192.168.0.86","AFP","1200","FPReadExt reply"
"3031","5.487665","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12726 Ack=1006152 Win=26073 Len=0 TSval=1082459398 TSecr=209184957"
"3032","5.487679","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=12726 Ack=1006152 Win=26199 Len=0 TSval=1082459398 TSecr=209184957"
"3033","5.487707","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=24044"
"3034","5.488646","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"3035","5.488662","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12746 Ack=1006168 Win=26199 Len=0 TSval=1082459399 TSecr=209184957"
"3036","5.488687","192.168.0.86","192.168.0.50","AFP","148","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Highlights From The Phantom Of The Opera.m4a"
"3037","5.489433","192.168.0.50","192.168.0.86","AFP","233","FPGetFileDirParms reply"
"3038","5.489462","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12828 Ack=1006335 Win=26194 Len=0 TSval=1082459399 TSecr=209184957"
"3039","5.490100","192.168.0.86","192.168.0.50","AFP","173","FPGetExtAttr request: Vol=13 Did=36155 Name=01 So Far Away.m4a"
"3040","5.490534","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"3041","5.490591","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12935 Ack=1006357 Win=26198 Len=0 TSval=1082459400 TSecr=209184957"
"3042","5.490649","192.168.0.86","192.168.0.50","AFP","119","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 So Far Away.m4a"
"3043","5.491547","192.168.0.50","192.168.0.86","AFP","204","FPGetFileDirParms reply"
"3044","5.491563","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=12988 Ack=1006495 Win=26195 Len=0 TSval=1082459401 TSecr=209184957"
"3045","5.491590","192.168.0.86","192.168.0.50","AFP","119","FPOpenFork request: Vol=13 Did=36155 Name=01 So Far Away.m4a"
"3046","5.492485","192.168.0.50","192.168.0.86","AFP","86","FPOpenFork reply: Fork=24300"
"3047","5.492529","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13041 Ack=1006515 Win=26198 Len=0 TSval=1082459401 TSecr=209184957"
"3048","5.492607","192.168.0.86","192.168.0.50","AFP","102","FPReadExt request: Fork=24300"
"3049","5.493300","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3050","5.493301","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3051","5.493302","192.168.0.50","192.168.0.86","AFP","1200","FPReadExt reply"
"3052","5.493320","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13077 Ack=1010545 Win=26073 Len=0 TSval=1082459402 TSecr=209184957"
"3053","5.493334","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=13077 Ack=1010545 Win=26199 Len=0 TSval=1082459402 TSecr=209184957"
"3054","5.493363","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=24300"
"3055","5.494541","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"3056","5.494586","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13097 Ack=1010561 Win=26199 Len=0 TSval=1082459403 TSecr=209184957"
"3057","5.494612","192.168.0.86","192.168.0.50","AFP","119","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 So Far Away.m4a"
"3058","5.495514","192.168.0.50","192.168.0.86","AFP","204","FPGetFileDirParms reply"
"3059","5.495531","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13150 Ack=1010699 Win=26195 Len=0 TSval=1082459403 TSecr=209184957"
"3060","5.496824","192.168.0.86","192.168.0.50","AFP","207","FPGetExtAttr request: Vol=13 Did=36155 Name=01 Industrial Revolution_ Overture, Part 1, 2 & 3.m4a"
"3061","5.497226","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"3062","5.497242","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13291 Ack=1010721 Win=26198 Len=0 TSval=1082459405 TSecr=209184958"
"3063","5.497313","192.168.0.86","192.168.0.50","AFP","154","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Industrial Revolution_ Overture, Part 1, 2 & 3.m4a"
"3064","5.498323","192.168.0.50","192.168.0.86","AFP","239","FPGetFileDirParms reply"
"3065","5.498342","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13379 Ack=1010894 Win=26194 Len=0 TSval=1082459406 TSecr=209184958"
"3066","5.498366","192.168.0.86","192.168.0.50","AFP","154","FPOpenFork request: Vol=13 Did=36155 Name=01 Industrial Revolution_ Overture, Part 1, 2 & 3.m4a"
"3067","5.499322","192.168.0.50","192.168.0.86","AFP","86","FPOpenFork reply: Fork=24556"
"3068","5.499323","52.42.164.78","192.168.0.86","TCP","66","443  >  63264 [ACK] Seq=3669 Ack=3272 Win=33792 Len=0 TSval=132019911 TSecr=1082459274"
"3069","5.499348","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13467 Ack=1010914 Win=26198 Len=0 TSval=1082459406 TSecr=209184958"
"3070","5.499366","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"3071","5.499366","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"3072","5.499366","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"3073","5.499367","192.168.0.86","52.42.164.78","TCP","1506","[TCP segment of a reassembled PDU]"
"3074","5.499453","192.168.0.86","192.168.0.50","AFP","102","FPReadExt request: Fork=24556"
"3075","5.500080","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3076","5.500082","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3077","5.500083","192.168.0.50","192.168.0.86","AFP","1200","FPReadExt reply"
"3078","5.500103","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13503 Ack=1014944 Win=26073 Len=0 TSval=1082459407 TSecr=209184958"
"3079","5.500119","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=13503 Ack=1014944 Win=26199 Len=0 TSval=1082459407 TSecr=209184958"
"3080","5.500148","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=24556"
"3081","5.501484","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"3082","5.501500","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13523 Ack=1014960 Win=26199 Len=0 TSval=1082459409 TSecr=209184958"
"3083","5.501542","192.168.0.86","192.168.0.50","AFP","154","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 Industrial Revolution_ Overture, Part 1, 2 & 3.m4a"
"3084","5.502611","192.168.0.50","192.168.0.86","AFP","239","FPGetFileDirParms reply"
"3085","5.502629","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13611 Ack=1015133 Win=26194 Len=0 TSval=1082459410 TSecr=209184958"
"3086","5.503673","192.168.0.86","192.168.0.50","AFP","177","FPGetExtAttr request: Vol=13 Did=36155 Name=01 I Want That Man.m4a"
"3087","5.504106","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"3088","5.504122","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13722 Ack=1015155 Win=26198 Len=0 TSval=1082459411 TSecr=209184958"
"3089","5.504180","192.168.0.86","192.168.0.50","AFP","123","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 I Want That Man.m4a"
"3090","5.505168","192.168.0.50","192.168.0.86","AFP","208","FPGetFileDirParms reply"
"3091","5.505198","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13779 Ack=1015297 Win=26195 Len=0 TSval=1082459412 TSecr=209184958"
"3092","5.505225","192.168.0.86","192.168.0.50","AFP","123","FPOpenFork request: Vol=13 Did=36155 Name=01 I Want That Man.m4a"
"3093","5.506150","192.168.0.50","192.168.0.86","AFP","86","FPOpenFork reply: Fork=24812"
"3094","5.506169","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13836 Ack=1015317 Win=26198 Len=0 TSval=1082459412 TSecr=209184958"
"3095","5.506306","192.168.0.86","192.168.0.50","AFP","102","FPReadExt request: Fork=24812"
"3096","5.506693","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3097","5.506694","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3098","5.506695","192.168.0.50","192.168.0.86","AFP","1200","FPReadExt reply"
"3099","5.506759","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13872 Ack=1019347 Win=26073 Len=0 TSval=1082459413 TSecr=209184958"
"3100","5.506759","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=13872 Ack=1019347 Win=26199 Len=0 TSval=1082459413 TSecr=209184958"
"3101","5.506800","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=24812"
"3102","5.507274","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"3103","5.507288","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13892 Ack=1019363 Win=26199 Len=0 TSval=1082459414 TSecr=209184959"
"3104","5.507313","192.168.0.86","192.168.0.50","AFP","123","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 I Want That Man.m4a"
"3105","5.508086","192.168.0.50","192.168.0.86","AFP","208","FPGetFileDirParms reply"
"3106","5.508147","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=13949 Ack=1019505 Win=26195 Len=0 TSval=1082459414 TSecr=209184959"
"3107","5.509038","192.168.0.86","192.168.0.50","AFP","181","FPGetExtAttr request: Vol=13 Did=36155 Name=01 She Caught The Katy.m4a"
"3108","5.509377","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
"3109","5.509400","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=14064 Ack=1019527 Win=26198 Len=0 TSval=1082459415 TSecr=209184959"
"3110","5.509469","192.168.0.86","192.168.0.50","AFP","127","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 She Caught The Katy.m4a"
"3111","5.509962","192.168.0.50","192.168.0.86","AFP","212","FPGetFileDirParms reply"
"3112","5.509982","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=14125 Ack=1019673 Win=26194 Len=0 TSval=1082459415 TSecr=209184959"
"3113","5.510007","192.168.0.86","192.168.0.50","AFP","127","FPOpenFork request: Vol=13 Did=36155 Name=01 She Caught The Katy.m4a"
"3114","5.510744","192.168.0.50","192.168.0.86","AFP","86","FPOpenFork reply: Fork=25068"
"3115","5.510763","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=14186 Ack=1019693 Win=26198 Len=0 TSval=1082459416 TSecr=209184959"
"3116","5.510972","192.168.0.86","192.168.0.50","AFP","102","FPReadExt request: Fork=25068"
"3117","5.511334","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3118","5.511336","192.168.0.50","192.168.0.86","TCP","1514","[TCP segment of a reassembled PDU]"
"3119","5.511337","192.168.0.50","192.168.0.86","AFP","1200","FPReadExt reply"
"3120","5.511360","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=14222 Ack=1023723 Win=26073 Len=0 TSval=1082459416 TSecr=209184959"
"3121","5.511363","192.168.0.86","192.168.0.50","TCP","66","[TCP Window Update] 51255  >  548 [ACK] Seq=14222 Ack=1023723 Win=26199 Len=0 TSval=1082459416 TSecr=209184959"
"3122","5.511413","192.168.0.86","192.168.0.50","AFP","86","FPCloseFork request: Fork=25068"
"3123","5.512553","192.168.0.50","192.168.0.86","AFP","82","FPCloseFork reply[Malformed Packet]"
"3124","5.512572","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=14242 Ack=1023739 Win=26199 Len=0 TSval=1082459417 TSecr=209184959"
"3125","5.512598","192.168.0.86","192.168.0.50","AFP","127","FPGetFileDirParms request: Vol=13 Did=36155 Name=01 She Caught The Katy.m4a"
"3126","5.512991","192.168.0.50","192.168.0.86","AFP","212","FPGetFileDirParms reply"
"3127","5.513012","192.168.0.86","192.168.0.50","TCP","66","51255  >  548 [ACK] Seq=14303 Ack=1023885 Win=26194 Len=0 TSval=1082459417 TSecr=209184959"
"3128","5.514261","192.168.0.86","192.168.0.50","AFP","183","FPGetExtAttr request: Vol=13 Did=36155 Name=01 Coming Out Of The Dark.m4a"
"3129","5.514632","192.168.0.50","192.168.0.86","AFP","88","FPGetExtAttr reply: misc. err (-5014)"
